personLabel,twitterUsername,dateOfDeath,countryLabel,dateOfBirth
Benny Mardones,BennyMardones,2020-06-29T00:00:00Z,United States of America,1946-11-09T00:00:00Z
Nicky Hayden,NickyHayden,2017-05-22T00:00:00Z,United States of America,1981-07-30T00:00:00Z
Moti Rosenblum,motir10,2021-05-22T00:00:00Z,Israel,1946-01-04T00:00:00Z
Makoto Mekata,mekatamakoto,2020-12-08T00:00:00Z,Japan,1941-11-01T00:00:00Z
Andre Williams,drewill44,2019-03-17T00:00:00Z,United States of America,1936-11-01T00:00:00Z
Paul Garder Allen,PaulGAllen,2018-10-15T00:00:00Z,United States of America,1953-01-21T00:00:00Z
Nawal El Saadawi,NawalElSaadawi1,2021-03-21T00:00:00Z,Egypt,1931-10-27T00:00:00Z
John Tavener,SirJohnTavener,2013-11-12T00:00:00Z,United Kingdom,1944-01-28T00:00:00Z
Chu Ishikawa,ranaishikawae,2017-12-21T00:00:00Z,Japan,1966-01-01T00:00:00Z
Michio Tomita,aobeka,2013-08-16T00:00:00Z,Japan,1952-04-20T00:00:00Z
Pierre Bergé,pvgberge,2017-09-08T00:00:00Z,France,1930-11-14T00:00:00Z
Seo Min-woo,minwoo0208,2018-03-25T00:00:00Z,South Korea,1985-02-08T00:00:00Z
Nawal El Saadawi,NawalElSaadawi1,2021-03-21T00:00:00Z,Republic of Egypt (1953–1958),1931-10-27T00:00:00Z
Tabaré Vázquez,TabareVazquez,2020-12-06T00:00:00Z,Uruguay,1940-01-17T00:00:00Z
Muhammad Arifin Ilham,marifinilham,2019-05-22T00:00:00Z,Indonesia,1969-06-08T00:00:00Z
Jerry Jeff Walker,jerryjeffwalker,2020-10-23T00:00:00Z,United States of America,1942-03-16T00:00:00Z
Carroll Shelby,CarrollShelby,2012-05-10T00:00:00Z,United States of America,1923-01-11T00:00:00Z
Genesis P-Orridge,GenesisBPO,2020-03-14T00:00:00Z,United Kingdom,1950-02-22T00:00:00Z
Sérgio Olímpio Gomes,majorolimpio,2021-03-18T00:00:00Z,Brazil,1962-03-20T00:00:00Z
Masahito Yoshioka,yoshioka_masa,2016-01-14T00:00:00Z,Japan,1959-01-01T00:00:00Z
Kazuhiro Uraga,kazuhiro_uraga,2020-02-25T00:00:00Z,Japan,1978-12-08T00:00:00Z
Etika,Etika,2019-06-22T00:00:00Z,United States of America,1990-05-12T00:00:00Z
Burhan Kuzu,burhankuzu,2020-11-01T00:00:00Z,Turkey,1955-01-01T00:00:00Z
Richard Hayman,scholcommslib,2014-02-05T00:00:00Z,United States of America,1920-03-27T00:00:00Z
Reggie Bagala,reggiebagala,2020-04-09T00:00:00Z,United States of America,1965-07-08T00:00:00Z
Donna Summer,OAODonnaSummer,2012-05-17T00:00:00Z,United States of America,1948-12-31T00:00:00Z
Jordi Cornet,jordicornets,2021-03-19T00:00:00Z,Spain,1965-12-29T00:00:00Z
Ayanna Dyette,trinigirlyanni,2018-07-01T00:00:00Z,Trinidad and Tobago,1986-01-10T00:00:00Z
Nora Illi,NoraIlli,2020-03-23T00:00:00Z,Switzerland,1984-04-03T00:00:00Z
Tommy Hansen,free21org,2018-08-18T00:00:00Z,Denmark,1957-08-10T00:00:00Z
Saphira Indah,therealsaphira,2019-01-30T00:00:00Z,Indonesia,1986-07-26T00:00:00Z
Tiina Wilén-Jäppinen,tiinawilen,2016-12-03T00:00:00Z,Finland,1963-02-26T00:00:00Z
MF Doom,mfdoom,2020-10-31T00:00:00Z,United Kingdom,1971-07-13T00:00:00Z
Peter Tosh,petertosh,1987-09-11T00:00:00Z,Jamaica,1944-10-19T00:00:00Z
Elmore Leonard,elmoreleonard,2013-08-20T00:00:00Z,United States of America,1925-10-11T00:00:00Z
Nick Cafardo,nickcafardo,2019-02-21T00:00:00Z,United States of America,1956-05-08T00:00:00Z
David Graeber,davidgraeber,2020-09-02T00:00:00Z,United States of America,1961-02-12T00:00:00Z
Mikio Fujioka,mikio158cm,2018-01-05T00:00:00Z,Japan,1981-01-19T00:00:00Z
George S. McDonald,DinkkMoore,2019-12-14T00:00:00Z,United States of America,1949-05-20T00:00:00Z
George H. W. Bush,GeorgeHWBush,2018-11-30T00:00:00Z,United States of America,1924-06-12T00:00:00Z
Joan Taris,TarisJoan,2018-01-21T00:00:00Z,France,1975-11-04T00:00:00Z
Amy Winehouse,amywinehouse,2011-07-23T00:00:00Z,United Kingdom,1983-09-14T00:00:00Z
Ikhsan Ise,Artortoise_full,2020-12-01T00:00:00Z,Malaysia,1985-11-02T00:00:00Z
Eric Carr,EricCarr_TheFox,1991-11-24T00:00:00Z,United States of America,1950-07-12T00:00:00Z
David Van Landing,davidvanlanding,2015-11-17T00:00:00Z,United States of America,1964-10-06T00:00:00Z
Hubert Dreyfus,hubertdreyfus,2017-04-22T00:00:00Z,United States of America,1929-10-15T00:00:00Z
Andrew Thomas,tommoradio,2020-07-28T00:00:00Z,Wales,1967-02-01T00:00:00Z
Fred Schutz,collection_fred,1954-05-23T00:00:00Z,United States of America,1895-04-01T00:00:00Z
Wouter Gerritsma,wowter,2016-06-21T00:00:00Z,Kingdom of the Netherlands,1963-03-11T00:00:00Z
Roald Dahl,roald_dahl,1990-11-23T00:00:00Z,Wales,1916-09-13T00:00:00Z
Tommy Lasorda,tommylasorda,2021-01-07T00:00:00Z,United States of America,1927-09-22T00:00:00Z
Mana Kinjo,69_nyaa,2020-12-01T00:00:00Z,Japan,1996-02-24T00:00:00Z
Jaime Ruiz Sacristán,Jaimeruizs3,2020-04-12T00:00:00Z,Mexico,1949-10-21T00:00:00Z
Arolde de Oliveira,aroldeoliveira,2020-10-21T00:00:00Z,Brazil,1937-03-11T00:00:00Z
Izzy Slapawitz,izzyslapawitz,2019-12-28T00:00:00Z,United States of America,1948-12-14T00:00:00Z
Nand Kumar Singh Chauhan,NandKumarSinghC,2021-03-02T00:00:00Z,India,1952-09-08T00:00:00Z
Robert Rowland,RowlandBrexitSE,2021-01-23T00:00:00Z,United Kingdom,1966-02-28T00:00:00Z
Dylan Kardashian,dylankardashian,2021-02-27T00:00:00Z,United Kingdom,1996-02-27T00:00:00Z
Florence Piron,flopir,2021-04-26T00:00:00Z,France,1966-01-01T00:00:00Z
Jo Cox,Jo_Cox1,2016-06-16T00:00:00Z,United Kingdom,1974-06-22T00:00:00Z
Ryō Mizoguchi,siinamota,2015-07-23T00:00:00Z,Japan,1995-03-09T00:00:00Z
Marlon Brando,MarlonBrando,2004-07-01T00:00:00Z,United States of America,1924-04-03T00:00:00Z
Marie Sophie Hingst,MlleReadOn,2019-07-17T00:00:00Z,Germany,1987-10-20T00:00:00Z
Nicholas Tucci,istaytuccidown,2020-03-03T00:00:00Z,United States of America,1981-04-03T00:00:00Z
Joan Rivers,Joan_Rivers,2014-09-04T00:00:00Z,United States of America,1933-06-08T00:00:00Z
Vic Vogel,VogelVic,2019-09-16T00:00:00Z,Canada,1935-08-03T00:00:00Z
Marie Sophie Hingst,MlleReadOn,2019-07-17T00:00:00Z,German Democratic Republic,1987-10-20T00:00:00Z
Jobeda Ali,Jobeda,2020-04-08T00:00:00Z,United Kingdom,1975-01-07T00:00:00Z
Sharon la Hechicera,sharonoficial,2015-01-04T00:00:00Z,Ecuador,1974-03-28T00:00:00Z
Florence Piron,flopir,2021-04-26T00:00:00Z,Canada,1966-01-01T00:00:00Z
Connor Stephen Betts,iamthespookster,2019-08-04T00:00:00Z,United States of America,1994-10-28T00:00:00Z
Jonathan Sacks,rabbisacks,2020-11-07T00:00:00Z,United Kingdom,1948-03-08T00:00:00Z
Tatsufumi Tamakawa,Tastufumi_Itoh,2020-05-23T00:00:00Z,Japan,1964-05-28T00:00:00Z
Wagner Montes,depwagnermontes,2019-01-26T00:00:00Z,Brazil,1954-07-18T00:00:00Z
Marcela Costales,MarcelaCostales,2020-06-26T00:00:00Z,Ecuador,1951-10-24T00:00:00Z
Kunio Yonenaga,yonenagakunio,2012-12-18T00:00:00Z,Japan,1943-06-10T00:00:00Z
Q11516744,akikobrand,2010-04-26T00:00:00Z,Japan,1975-12-15T00:00:00Z
Martin Elías,martineliasdiaz,2017-04-14T00:00:00Z,Colombia,1990-06-18T00:00:00Z
Kelly Roberty,kroberti,2016-03-07T00:00:00Z,United States of America,1954-11-13T00:00:00Z
Noboru Yamaguchi,hexagonzero,2013-04-04T00:00:00Z,Japan,1972-02-11T00:00:00Z
Shah Marai,shahmarai,2018-04-30T00:00:00Z,Afghanistan,1977-02-05T00:00:00Z
Hanna Yusuf,hannaayusuf,2019-09-30T00:00:00Z,United Kingdom,1992-01-01T00:00:00Z
Andrew Thomas,tommoradio,2020-07-28T00:00:00Z,United Kingdom,1967-02-01T00:00:00Z
Barbara Strauch,bstrauch,2015-04-15T00:00:00Z,United States of America,1951-05-10T00:00:00Z
Eulàlia Sau,eulalias,2021-02-04T00:00:00Z,Spain,1960-01-01T00:00:00Z
Carolyn Reidy,ckreidy,2020-05-12T00:00:00Z,United States of America,1949-05-02T00:00:00Z
Roald Dahl,roald_dahl,1990-11-23T00:00:00Z,United Kingdom,1916-09-13T00:00:00Z
Kawira Mwirichia,ArtbyKawira,2020-10-01T00:00:00Z,Kenya,1986-08-30T00:00:00Z
Kōji Tsujitani,KOJI_TSUJITANI,2018-10-17T00:00:00Z,Japan,1962-04-26T00:00:00Z
Roy Halladay,royhalladay,2017-11-07T00:00:00Z,United States of America,1977-05-14T00:00:00Z
Carlos Ruiz Zafón,ZafonOficial,2020-06-19T00:00:00Z,Spain,1964-09-25T00:00:00Z
Timur Kuashev,timurkuashev,2014-08-01T00:00:00Z,Russia,1987-12-23T00:00:00Z
Zbigniew Brzezinski,zbig,2017-05-26T00:00:00Z,United States of America,1928-03-28T00:00:00Z
Jill Emberson,jillemberson,2019-12-12T00:00:00Z,Australia,1959-01-01T00:00:00Z
Zbigniew Brzezinski,zbig,2017-05-26T00:00:00Z,Second Polish Republic,1928-03-28T00:00:00Z
Saeb Erekat,ErakatSaeb,2020-11-10T00:00:00Z,United States of America,1955-04-28T00:00:00Z
Cav Bøgelund,SaintCav,2018-01-28T00:00:00Z,Denmark,1978-12-17T00:00:00Z
Eyrolles Michel Mvunzi Meya,meya_michel,2020-12-16T00:00:00Z,Democratic Republic of the Congo,1974-08-04T00:00:00Z
Nicolas Ker,NicolasKer,2021-05-17T00:00:00Z,France,1970-11-19T00:00:00Z
Angelika Werthmann,a_werthmann,2019-10-17T00:00:00Z,Austria,1963-11-07T00:00:00Z
Saeb Erekat,ErakatSaeb,2020-11-10T00:00:00Z,State of Palestine,1955-04-28T00:00:00Z
Mya-Lecia Naylor,MyaLecia,2019-04-07T00:00:00Z,United Kingdom,2002-11-06T00:00:00Z
Timur Kuashev,timurkuashev,2014-08-01T00:00:00Z,Soviet Union,1987-12-23T00:00:00Z
Buckwheat Zydeco,buckwheatzydeco,2016-09-24T00:00:00Z,United States of America,1947-11-14T00:00:00Z
Toko Kotoha,kotohatoko0804,2018-07-05T00:00:00Z,Japan,1994-08-04T00:00:00Z
Eugene Zorin,Eugene_Zorin,2015-02-21T00:00:00Z,Soviet Union,1969-01-29T00:00:00Z
Lee Young-hee,leeyoungheee,2018-05-17T00:00:00Z,South Korea,1936-02-24T00:00:00Z
Gord Brown,gordbrown,2018-05-02T00:00:00Z,Canada,1960-08-31T00:00:00Z
Phife Dawg,IamthePHIFER,2016-03-22T00:00:00Z,United States of America,1970-11-20T00:00:00Z
Noriko Miyagawa,norikomiya,2019-09-12T00:00:00Z,Japan,1979-04-05T00:00:00Z
DJ Spinbad,djspinbad,2020-11-10T00:00:00Z,United States of America,1974-10-23T00:00:00Z
Richard Machowicz,Mack5326,2017-01-02T00:00:00Z,United States of America,1965-05-30T00:00:00Z
Ikko Sasai,sasaiicco,2018-03-20T00:00:00Z,Japan,1975-01-01T00:00:00Z
Harry Bertoia,Harry_Bertoia,1978-11-06T00:00:00Z,Italy,1915-03-10T00:00:00Z
Harry Bertoia,Harry_Bertoia,1978-11-06T00:00:00Z,Kingdom of Italy,1915-03-10T00:00:00Z
Harry Bertoia,Harry_Bertoia,1978-11-06T00:00:00Z,United States of America,1915-03-10T00:00:00Z
Elvira Vigna,elviravigna,2017-07-10T00:00:00Z,Brazil,1947-09-29T00:00:00Z
Elvira Vigna,elviravigna,2017-07-10T00:00:00Z,Brazil,1947-08-29T00:00:00Z
Franco Acosta,f_acosta21,2021-03-06T00:00:00Z,Uruguay,1996-03-05T00:00:00Z
Elvira Vigna,elviravigna,2017-07-10T00:00:00Z,Brazil,1947-01-01T00:00:00Z
Miguel Ors,miguelorscandel,2020-05-03T00:00:00Z,Spain,1928-08-31T00:00:00Z
Mario Santiago Papasquiaro,emeesepe53,1998-01-10T00:00:00Z,Mexico,1953-12-24T00:00:00Z
Sergio Esquivel,SergioEsquivel,2021-04-24T00:00:00Z,Mexico,1946-12-08T00:00:00Z
Rodney Dangerfield,rodneynorespect,2004-10-05T00:00:00Z,United States of America,1921-11-22T00:00:00Z
Jean-Baptiste Natama,natamajb,2018-03-18T00:00:00Z,Burkina Faso,1964-08-30T00:00:00Z
Anne Feeney,annefeeney,2021-02-03T00:00:00Z,United States of America,1951-07-01T00:00:00Z
Adrianne Wadewitz,wadewitz,2014-04-08T00:00:00Z,United States of America,1977-01-06T00:00:00Z
Greg Plitt,gregplitt,2015-01-17T00:00:00Z,United States of America,1977-11-03T00:00:00Z
Kōtarō Shiga,Schau1948spiel,2020-04-20T00:00:00Z,Japan,1948-08-31T00:00:00Z
Ruri Shinato,ruriponta1030,2020-08-28T00:00:00Z,Japan,1988-10-30T00:00:00Z
Gianluca Buonanno,BuonannoG,2016-06-05T00:00:00Z,Italy,1966-05-15T00:00:00Z
Claudio Paolillo,ClaudioPaolillo,2018-01-19T00:00:00Z,Uruguay,1960-08-20T00:00:00Z
Syed Munawar Hasan,SMunawarHasan,2020-06-26T00:00:00Z,British India,1941-08-05T00:00:00Z
Con de Lange,cdwdelange,2019-04-18T00:00:00Z,South Africa,1981-02-11T00:00:00Z
Kiran Maheshwari,kiransnm,2020-11-30T00:00:00Z,India,1961-10-29T00:00:00Z
Paweł Adamowicz,adamowiczpawel,2019-01-14T00:00:00Z,Poland,1965-11-02T00:00:00Z
Qandeel Baloch,qandeelquebee,2016-07-15T00:00:00Z,Pakistan,1990-03-01T00:00:00Z
Pete Frates,PeteFrates3,2019-12-09T00:00:00Z,United States of America,1984-12-28T00:00:00Z
Randa Maraashly,randamaraashly,2015-10-21T00:00:00Z,Syria,1973-06-07T00:00:00Z
Ivy Bean,IvyBean104,2010-07-28T00:00:00Z,United Kingdom,1905-09-08T00:00:00Z
Chihiro Sawa,chihiro0317,2016-01-01T00:00:00Z,Japan,1950-01-01T00:00:00Z
Deborah Orr,DeborahJaneOrr,2019-10-19T00:00:00Z,United Kingdom,1962-09-23T00:00:00Z
Graterolacho,graterolacho,2010-06-11T00:00:00Z,Venezuela,1935-04-06T00:00:00Z
Bryan Monroe,BryanKMonroe,2021-01-13T00:00:00Z,United States of America,1965-08-22T00:00:00Z
Mustapha Oukbih,mustaphaoukbih,2017-04-22T00:00:00Z,Kingdom of the Netherlands,1964-01-20T00:00:00Z
John Prine,JohnPrineMusic,2020-04-07T00:00:00Z,United States of America,1946-10-10T00:00:00Z
Oliver McGee,OliverMcGee,2020-06-07T00:00:00Z,United States of America,1957-10-28T00:00:00Z
Andrie Djarot,andjrot,2015-05-12T00:00:00Z,Indonesia,1979-01-03T00:00:00Z
Shyla Stylez,MsShylaStylez,2017-11-10T00:00:00Z,Canada,1982-09-23T00:00:00Z
Maurice Hinchey,mauricehinchey,2017-11-22T00:00:00Z,United States of America,1938-10-27T00:00:00Z
Vange Leonel,vleonel,2014-07-14T00:00:00Z,Brazil,1963-05-04T00:00:00Z
Álex Angulo,AlexAnguloActor,2014-07-20T00:00:00Z,Spain,1953-04-12T00:00:00Z
Olli Ainola,Ainola1,2019-01-27T00:00:00Z,Finland,1958-06-23T00:00:00Z
Julien Lauprêtre,julienlaupretre,2019-04-26T00:00:00Z,France,1926-01-26T00:00:00Z
Dionatan Teixeira,DionatanTeixei,2017-11-05T00:00:00Z,Brazil,1992-07-24T00:00:00Z
Anthony Bourdain,Bourdain,2018-06-08T00:00:00Z,United States of America,1956-06-25T00:00:00Z
Darren Shahlavi,shahlvai,2015-01-14T00:00:00Z,United Kingdom,1972-08-05T00:00:00Z
Jack Schofield,jackschofield,2020-03-31T00:00:00Z,United Kingdom,1947-10-30T00:00:00Z
Shigeru Matsushima,bunkamatsu,2020-02-23T00:00:00Z,Japan,1972-03-05T00:00:00Z
Salahuddin Wahid,Gus_Sholah,2020-02-02T00:00:00Z,Indonesia,1942-09-11T00:00:00Z
Fabio Zerpa,Fabiozerpa,2019-08-07T00:00:00Z,Uruguay,1928-12-04T00:00:00Z
Janet Seidel,janet_seidel,2017-08-08T00:00:00Z,Australia,1955-05-28T00:00:00Z
José Ignacio Montoto,nachomontoto,2017-01-08T00:00:00Z,Spain,1979-01-01T00:00:00Z
Ibrahim Diarra,diarra0837,2019-12-18T00:00:00Z,France,1983-05-25T00:00:00Z
Karin Strenz,KarinStrenz,2021-03-21T00:00:00Z,Germany,1967-10-14T00:00:00Z
San'yūtei Ponta,goto_kei,1881-06-06T00:00:00Z,Japan,1831-01-01T00:00:00Z
Julia Perez,juliaperez,2017-06-10T00:00:00Z,Indonesia,1980-07-15T00:00:00Z
Miguel Lifschitz,MiguelLifschitz,2021-05-09T00:00:00Z,Argentina,1955-09-13T00:00:00Z
Karen Carroll,karencarrollmgd,2016-03-09T00:00:00Z,United States of America,1958-01-30T00:00:00Z
Börje Vestlund,BorjeVestlund,2017-09-22T00:00:00Z,Sweden,1960-02-02T00:00:00Z
Fabio Zerpa,Fabiozerpa,2019-08-07T00:00:00Z,Argentina,1928-12-04T00:00:00Z
Joan Sebastian,joansebastian,2015-07-13T00:00:00Z,Mexico,1951-04-08T00:00:00Z
Steve Dillon,stevedillon20,2016-10-22T00:00:00Z,United Kingdom,1962-03-22T00:00:00Z
Louise Merzeau,lmerzeau,2017-07-15T00:00:00Z,France,1963-11-08T00:00:00Z
Karin Strenz,KarinStrenz,2021-03-21T00:00:00Z,German Democratic Republic,1967-10-14T00:00:00Z
Jean Matouk,MatoukJean,2020-10-25T00:00:00Z,France,1937-06-18T00:00:00Z
Eva Mozes Kor,EvaMozesKor,2019-07-04T00:00:00Z,Romania,1934-01-31T00:00:00Z
Evan Whitton,EvanWhitton1,2018-07-16T00:00:00Z,Australia,1928-03-05T00:00:00Z
Jean-Claude Boulard,J_C_Boulard,2018-05-31T00:00:00Z,France,1943-03-28T00:00:00Z
Hiroshi Miyake,_MiyakeHiroshi_,2017-04-24T00:00:00Z,Japan,1950-04-07T00:00:00Z
Shuichi Murakami,murakamiponta,2021-03-09T00:00:00Z,Japan,1951-01-01T00:00:00Z
Yuka Kamebuchi,vojaofficial,2017-10-22T00:00:00Z,Japan,1944-11-03T00:00:00Z
Hayao Kawai,KawaiHayaoPress,2007-07-19T00:00:00Z,Japan,1928-06-23T00:00:00Z
Peter Mayhew,TheWookieeRoars,2019-04-30T00:00:00Z,United States of America,1944-05-19T00:00:00Z
Agung Hercules,agunghercules,2019-08-01T00:00:00Z,Indonesia,1973-02-09T00:00:00Z
Bondan Winarno,PakBondan,2017-11-29T00:00:00Z,Indonesia,1950-04-29T00:00:00Z
Henry Stern,HenrySternCA,2019-03-28T00:00:00Z,United States of America,1935-05-01T00:00:00Z
Patricio Frez,patofrez,2020-10-20T00:00:00Z,Chile,1955-12-15T00:00:00Z
Jūgo Sango,doenkasenzaburo,2015-03-03T00:00:00Z,Japan,1962-03-16T00:00:00Z
Eva Mozes Kor,EvaMozesKor,2019-07-04T00:00:00Z,Hungary,1934-01-31T00:00:00Z
Eva Mozes Kor,EvaMozesKor,2019-07-04T00:00:00Z,United States of America,1934-01-31T00:00:00Z
Tadahisa Nishio,chuukyuu,2012-07-28T00:00:00Z,Japan,1930-06-09T00:00:00Z
Orhan Birgit,orhanbirgit,2019-10-16T00:00:00Z,Turkey,1927-01-01T00:00:00Z
Dolores O'Riordan,DolORiordan,2018-01-15T00:00:00Z,Ireland,1971-09-06T00:00:00Z
Alain Fauré,Afaure09,2018-07-12T00:00:00Z,France,1962-10-01T00:00:00Z
Peter Stringfellow,PJStringfellow,2018-06-07T00:00:00Z,United Kingdom,1940-10-17T00:00:00Z
Bjorg Lambrecht,bjorg_lambrecht,2019-08-05T00:00:00Z,Belgium,1997-04-02T00:00:00Z
Jun Fukamachi,FUKAMACHI_ism,2010-11-22T00:00:00Z,Japan,1946-05-21T00:00:00Z
Shinya Taniguchi,tanio3588,2013-09-04T00:00:00Z,Japan,1981-03-23T00:00:00Z
Gregg Allman,GreggAllman,2017-05-27T00:00:00Z,United States of America,1947-12-08T00:00:00Z
Kōta Fukihara,FukiharaKota,2020-05-17T00:00:00Z,Japan,1982-12-23T00:00:00Z
Kushimaumi Keita,ktagonoura,2012-02-13T00:00:00Z,Japan,1965-08-06T00:00:00Z
Julia Buencamino,hoolianabanana,2015-07-07T00:00:00Z,Philippines,1999-12-05T00:00:00Z
Kristof Goddaert,KristofG13,2014-02-18T00:00:00Z,Belgium,1986-11-21T00:00:00Z
Pieter Smit,deburgemeester,2018-04-10T00:00:00Z,Kingdom of the Netherlands,1963-10-11T00:00:00Z
Chuck Darling,darlingchuck,2021-04-06T00:00:00Z,United States of America,1930-03-20T00:00:00Z
Peter Mayhew,TheWookieeRoars,2019-04-30T00:00:00Z,United Kingdom,1944-05-19T00:00:00Z
Luis Ospina,luisospina49,2019-09-27T00:00:00Z,Colombia,1949-06-14T00:00:00Z
Eduard Punset,epunset,2019-05-22T00:00:00Z,Spain,1936-11-09T00:00:00Z
Blowfly,BlowflyOfficial,2016-01-17T00:00:00Z,United States of America,1939-02-14T00:00:00Z
John Hinds,DocJohnHinds,2015-07-04T00:00:00Z,United Kingdom,1980-03-21T00:00:00Z
Vitaliy Kachanovskiy,vkachanovskiy,2020-12-14T00:00:00Z,Russia,1959-12-11T00:00:00Z
A. C. Crispin,anncrispin,2013-09-06T00:00:00Z,United States of America,1950-04-05T00:00:00Z
Pieter Hintjens,hintjens,2016-10-04T00:00:00Z,Belgium,1962-12-03T00:00:00Z
Michael Falzon,MichaelFalzon,2020-06-23T00:00:00Z,Australia,1972-05-16T00:00:00Z
Brody Stevens,BrodyismeFriend,2019-02-22T00:00:00Z,United States of America,1970-05-22T00:00:00Z
Celia Cruz,CeliaCruzLegacy,2003-07-16T00:00:00Z,United States of America,1925-10-21T00:00:00Z
Pat Dye,coachpatdye_,2020-06-01T00:00:00Z,United States of America,1939-11-06T00:00:00Z
Donna Williams,donna_williams,2017-04-22T00:00:00Z,Australia,1963-10-12T00:00:00Z
Marco Aurelio Denegri,Cerebrotonico,2018-07-27T00:00:00Z,Peru,1938-05-16T00:00:00Z
Masaaki Aoyama,TokyoCozy_bot,2001-06-17T00:00:00Z,Japan,1960-06-07T00:00:00Z
Satsuki Ariga,satsukiariga,2018-01-30T00:00:00Z,Japan,1965-09-09T00:00:00Z
Vitaliy Kachanovskiy,vkachanovskiy,2020-12-14T00:00:00Z,Soviet Union,1959-12-11T00:00:00Z
Laurent Vidal,laurentvidal,2015-11-10T00:00:00Z,France,1984-02-18T00:00:00Z
Garry Shandling,GarryShandling,2016-03-24T00:00:00Z,United States of America,1949-11-29T00:00:00Z
Yukiko Miyake,miyake_yukiko35,2020-01-02T00:00:00Z,Japan,1965-03-05T00:00:00Z
Celia Cruz,CeliaCruzLegacy,2003-07-16T00:00:00Z,Panama City,1925-10-21T00:00:00Z
Denis Tillinac,tillinac,2020-09-26T00:00:00Z,France,1947-05-26T00:00:00Z
Pantelis Pantelidis,pantelislive,2016-02-18T00:00:00Z,Greece,1983-11-23T00:00:00Z
Kim Jong-hyun,realjonghyun90,2017-12-18T00:00:00Z,South Korea,1990-04-08T00:00:00Z
Pampero Firpo,PFirpo1,2020-01-09T00:00:00Z,Argentina,1930-04-06T00:00:00Z
Simeon ten Holt,STH_foundation,2012-11-25T00:00:00Z,Kingdom of the Netherlands,1923-01-24T00:00:00Z
Gillian Lynne,Gillian_Lynne,2018-07-01T00:00:00Z,United Kingdom,1926-02-20T00:00:00Z
EunB,lc__eunb,2014-09-03T00:00:00Z,South Korea,1992-11-23T00:00:00Z
Penny Whetton,penhelen,2019-09-11T00:00:00Z,Australia,1958-01-05T00:00:00Z
Scott Nimerfro,ScottNimerfro,2016-04-17T00:00:00Z,United States of America,1961-07-12T00:00:00Z
Hossam Ramzy,HossamRamzy,2019-09-10T00:00:00Z,Egypt,1953-12-15T00:00:00Z
Antoni Subirà Claus,AntoniSubira,2018-01-07T00:00:00Z,Spain,1940-02-19T00:00:00Z
Scott Nimerfro,ScottNimerfro,2016-04-18T00:00:00Z,United States of America,1961-07-12T00:00:00Z
Andrew Breitbart,AndrewBreitbart,2012-03-01T00:00:00Z,United States of America,1969-02-01T00:00:00Z
Angry Grandpa,theangrygrandpa,2017-12-10T00:00:00Z,United States of America,1950-10-16T00:00:00Z
Tadayoshi Nagashima,nagashima_t,2017-08-18T00:00:00Z,Japan,1951-01-09T00:00:00Z
Paul Flynn,Paulflynnmp,2019-02-17T00:00:00Z,United Kingdom,1935-02-09T00:00:00Z
Eugene Zorin,Eugene_Zorin,2015-02-21T00:00:00Z,Russia,1969-01-29T00:00:00Z
Jessi Combs,TheJessiCombs,2019-08-27T00:00:00Z,United States of America,1980-07-27T00:00:00Z
Chris Rush,ChrisRushComedy,2018-01-28T00:00:00Z,United States of America,1948-02-11T00:00:00Z
Olivier Royant,olivierroyant,2020-12-30T00:00:00Z,France,1962-07-16T00:00:00Z
Manolo Tena,ManoloTenaOf,2016-04-04T00:00:00Z,Spain,1951-12-21T00:00:00Z
Mike Carter,RepMikeCarter,2021-05-16T00:00:00Z,United States of America,1953-10-16T00:00:00Z
Cokie Roberts,CokieRoberts,2019-09-17T00:00:00Z,United States of America,1943-12-27T00:00:00Z
Syed Munawar Hasan,SMunawarHasan,2020-06-26T00:00:00Z,Pakistan,1941-08-05T00:00:00Z
Emiddio Novi,emiddionovi,2018-08-24T00:00:00Z,Italy,1946-01-01T00:00:00Z
Emiddio Novi,emiddionovi,2018-08-24T00:00:00Z,Kingdom of Italy,1946-01-01T00:00:00Z
Aníbal Chávez,AnibalChavezF,2016-07-17T00:00:00Z,Venezuela,1956-01-01T00:00:00Z
Fernando Purón Johnston,PURONJOHNSTON,2018-06-08T00:00:00Z,State of Mexico,1975-02-11T00:00:00Z
Mike Hughes,limousine1956,2020-02-22T00:00:00Z,United States of America,1956-02-09T00:00:00Z
Mike Hughes,MADMIKEHUGHES,2020-02-22T00:00:00Z,United States of America,1956-02-09T00:00:00Z
Ali Saleh Mohammed Ali Jaber,syekhalijaber,2021-01-14T00:00:00Z,Indonesia,1976-02-03T00:00:00Z
Peter Fonda,iamfonda,2019-08-16T00:00:00Z,United States of America,1940-02-23T00:00:00Z
Jordi María de Gibert,JordiMdeGibert,2012-09-23T00:00:00Z,Spain,1968-03-21T00:00:00Z
Kimbo Slice,KimboSlice,2016-06-06T00:00:00Z,United States of America,1974-02-08T00:00:00Z
Loalwa Braz,loalwabraz,2017-01-19T00:00:00Z,Brazil,1953-06-03T00:00:00Z
Scott Weiland,thescottweiland,2015-12-03T00:00:00Z,United States of America,1967-10-27T00:00:00Z
Fausto Mesolella,faustomesolella,2017-03-30T00:00:00Z,Italy,1953-02-17T00:00:00Z
Asuka Aida,aida_asuka,2019-02-01T00:00:00Z,Japan,1985-11-30T00:00:00Z
Blaine Johnson,callmecadet,2014-02-09T00:00:00Z,United Kingdom,1990-03-02T00:00:00Z
